,Amount,Consume,Necessity,Days
11310,869,12,High,66
11311,129,4,Medium,29
11312,696,26,Low,23
11313,71,14,Medium,6
11314,526,40,Low,12
11315,489,42,High,9
11316,786,47,Low,11
11317,619,36,Low,18
11318,142,36,Medium,3
11319,241,46,Medium,2
11320,152,11,Medium,16
11321,445,49,High,9
11322,689,36,Medium,20
11323,616,18,High,30
11324,923,33,High,28
11325,623,31,High,20
11326,289,35,Medium,5
11327,139,5,High,25
11328,281,18,Medium,15
11329,506,22,High,20
11330,282,13,Low,22
11331,403,9,Medium,42
11332,382,7,Low,46
11333,488,18,Low,27
11334,424,25,Low,13
11335,341,4,Low,83
11336,394,47,Medium,9
11337,713,38,High,16
11338,477,36,Medium,12
11339,706,9,Medium,73
11340,179,30,High,3
11341,190,26,Low,7
11342,464,49,High,11
11343,142,37,Low,7
11344,675,29,Medium,24
11345,333,42,High,7
11346,972,8,High,115
11347,272,34,High,6
11348,793,5,Medium,138
11349,512,6,High,75
11350,594,37,High,15
11351,325,14,Medium,21
11352,731,31,Low,22
11353,189,45,High,3
11354,406,16,Low,25
11355,762,11,High,65
11356,72,6,Medium,13
11357,785,7,Low,106
11358,929,4,High,229
11359,319,5,Low,59
11360,908,22,High,39
11361,714,16,Medium,37
11362,382,35,Medium,10
11363,670,39,High,15
11364,80,27,Low,2
11365,790,6,High,130
11366,289,35,Low,9
11367,939,18,High,49
11368,412,5,Medium,82
11369,871,42,Low,24
11370,438,17,Low,24
11371,702,11,Medium,58
11372,717,43,Low,12
11373,348,45,Medium,11
11374,906,17,Medium,50
11375,420,18,Medium,21
11376,148,29,High,3
11377,96,36,Medium,1
11378,888,4,Low,215
11379,471,30,High,17
11380,529,47,Medium,5
11381,628,13,Medium,44
11382,111,45,Medium,3
11383,158,47,Low,1
11384,728,14,High,52
11385,598,37,High,15
11386,168,12,High,11
11387,647,37,Low,13
11388,431,40,Medium,11
11389,441,13,High,34
11390,101,36,Medium,1
11391,652,40,Low,17
11392,338,18,High,17
11393,386,9,Low,43
11394,859,5,High,156
11395,253,29,High,11
11396,929,48,Medium,19
11397,287,41,Low,7
11398,431,22,High,15
11399,716,27,High,26
11400,801,14,Low,54
11401,185,8,Medium,23
11402,456,24,Low,18
11403,557,23,High,25
11404,411,26,Low,18
11405,430,47,Medium,11
11406,930,30,Medium,30
11407,625,30,Medium,24
11408,684,7,Medium,93
11409,303,49,Medium,8
11410,163,43,Medium,5
11411,69,21,High,1
11412,577,25,Low,23
11413,194,26,Medium,5
11414,257,10,Low,22
11415,580,34,Low,14
11416,425,45,High,10
11417,553,9,Low,62
11418,953,5,Low,183
11419,215,37,Medium,6
11420,599,14,Medium,40
11421,230,31,Low,5
11422,910,35,Medium,23
11423,666,16,High,37
11424,661,40,Low,18
11425,651,27,Low,21
11426,976,43,High,20
11427,861,38,High,20
11428,493,43,High,8
11429,381,1,High,192
11430,552,12,Low,41
11431,962,5,Medium,177
11432,128,22,Medium,5
11433,634,44,Medium,14
11434,984,23,Medium,41
11435,987,42,High,25
11436,737,17,Medium,41
11437,445,17,Medium,24
11438,657,44,Low,14
11439,906,21,Low,41
11440,451,12,High,32
11441,273,47,Medium,5
11442,567,29,High,22
11443,683,38,Low,20
11444,285,5,High,50
11445,476,25,Medium,18
11446,165,45,Low,3
11447,212,43,Medium,5
11448,275,3,Medium,81
11449,279,15,High,20
11450,231,22,Medium,9
11451,298,9,Medium,32
11452,367,36,Low,9
11453,259,10,High,25
11454,705,17,High,40
11455,441,33,Low,15
11456,906,24,Low,38
11457,145,37,High,2
11458,943,48,Low,16
11459,907,6,High,140
11460,805,35,Low,23
11461,135,12,High,9
11462,464,21,High,23
11463,443,2,Low,167
11464,745,7,Medium,101
11465,682,16,Medium,40
11466,893,17,Low,52
11467,550,45,High,12
11468,653,37,Low,14
11469,631,48,Medium,11
11470,965,30,High,30
11471,182,12,High,12
11472,840,17,High,49
11473,698,16,Medium,37
11474,363,16,Medium,21
11475,748,33,High,18
11476,270,27,High,10
11477,487,19,Medium,22
11478,95,8,Medium,11
11479,241,11,Low,19
11480,569,6,Low,86
11481,428,39,Low,8
11482,837,6,Medium,131
11483,740,36,Low,23
11484,383,19,Low,16
11485,88,4,Medium,18
11486,342,40,Low,9
11487,739,29,High,25
11488,211,12,Medium,15
11489,380,44,High,5
11490,153,10,High,13
11491,210,37,Medium,2
11492,848,35,Low,23
11493,684,15,Medium,44
11494,103,4,Low,24
11495,989,43,Medium,23
11496,83,16,Medium,4
11497,291,10,High,29
11498,939,26,Medium,33
11499,162,45,Medium,2
11500,367,3,High,118
11501,72,38,Low,6
11502,607,29,Low,25
11503,873,21,Medium,41
11504,696,37,High,17
11505,167,48,Low,2
11506,750,12,High,60
11507,692,8,Medium,82
11508,983,45,High,22
11509,261,33,Medium,10
11510,467,22,Low,20
11511,162,29,Low,9
11512,93,37,Low,7
11513,177,38,Low,6
11514,925,46,High,18
11515,207,21,High,7
11516,834,15,High,55
11517,876,32,Medium,29
11518,443,21,Low,19
11519,916,30,Low,28
11520,901,21,Low,38
11521,561,8,High,63
11522,963,24,High,39
11523,94,34,Low,4
11524,157,40,Medium,2
11525,268,25,High,4
11526,492,9,Low,52
11527,879,21,Low,40
11528,364,39,Low,8
11529,226,21,Medium,5
11530,277,35,Low,7
11531,752,25,High,31
11532,721,12,Medium,55
11533,955,40,Medium,22
11534,316,5,Low,60
11535,919,26,High,34
11536,887,11,High,75
11537,428,4,Low,97
11538,538,25,Low,23
11539,751,25,High,30
11540,736,35,Medium,19
11541,339,37,Medium,10
11542,406,36,Low,9
11543,706,21,Low,31
11544,793,31,High,22
11545,921,29,High,28
11546,999,21,High,45
11547,253,30,High,12
11548,262,47,Low,1
11549,601,10,Low,60
11550,836,45,High,12
11551,372,3,Low,103
11552,643,16,Low,36
11553,230,15,High,16
11554,548,31,Medium,15
11555,369,7,Medium,51
11556,132,44,High,1
11557,352,41,Medium,9
11558,311,32,Low,9
11559,833,23,Medium,37
11560,249,46,High,4
11561,289,41,High,7
11562,963,25,Medium,37
11563,741,35,Medium,22
11564,993,28,Low,36
11565,732,29,Medium,24
11566,344,17,Medium,16
11567,561,23,Medium,21
11568,738,4,Low,154
11569,930,18,Medium,47
11570,445,35,Low,11
11571,798,47,Low,15
11572,187,48,High,3
11573,888,28,High,30
11574,927,30,Low,30
11575,872,10,Low,84
11576,178,35,Low,3
11577,98,4,High,25
11578,725,14,Low,51
11579,838,33,High,25
11580,342,16,High,22
11581,677,3,Low,197
11582,585,41,Low,13
11583,360,16,Low,20
11584,586,4,High,146
11585,952,4,Medium,207
11586,688,13,Low,50
11587,283,9,Medium,31
11588,258,38,Medium,5
11589,654,16,Medium,37
11590,143,40,Medium,2
11591,376,9,Medium,38
11592,274,25,High,12
11593,939,34,High,26
11594,841,32,High,27
11595,378,46,High,7
11596,61,12,Low,2
11597,496,44,Low,11
11598,501,4,Medium,104
11599,789,3,Medium,210
11600,269,12,Medium,19
11601,490,32,Medium,12
11602,702,13,Low,51
11603,584,10,Medium,55
11604,644,23,Medium,30
11605,278,31,High,9
11606,984,13,Medium,75
11607,393,15,Medium,27
11608,129,31,Medium,2
11609,402,47,Medium,9
11610,445,34,Medium,14
11611,339,39,Medium,7
11612,504,18,Low,23
11613,892,14,Low,57
11614,720,23,Medium,29
11615,177,40,Low,6
11616,751,23,High,30
11617,958,42,High,24
11618,592,49,Medium,10
11619,947,4,Medium,209
11620,408,3,Low,127
11621,576,8,High,71
11622,362,19,Medium,17
11623,124,7,High,15
11624,595,43,Low,9
11625,245,16,Medium,21
11626,892,10,Medium,88
11627,755,33,Low,21
11628,65,45,High,2
11629,472,48,High,8
11630,638,25,Medium,22
11631,854,12,Low,73
11632,642,10,Low,61
11633,454,11,Medium,41
11634,685,2,Medium,233
11635,580,3,Medium,166
11636,663,30,Low,22
11637,953,32,Low,26
11638,126,33,Low,2
11639,346,40,High,7
11640,559,27,Medium,21
11641,764,6,Medium,122
11642,622,40,Medium,16
11643,587,47,Medium,11
11644,632,3,High,161
11645,664,20,Low,30
11646,375,24,Low,14
11647,412,8,Low,49
11648,718,43,Medium,14
11649,924,14,High,60
11650,408,39,High,10
11651,755,33,Low,23
11652,836,30,Medium,28
11653,373,10,Low,36
11654,747,11,Medium,63
11655,375,3,Low,111
11656,674,12,Low,49
11657,874,17,High,47
11658,214,41,Medium,4
11659,622,18,High,31
11660,653,37,High,20
11661,847,22,Low,38
11662,504,39,Medium,12
11663,202,48,Medium,5
11664,786,12,Low,65
11665,176,43,Low,3
11666,242,31,Low,5
11667,676,41,Medium,17
11668,823,32,Low,22
11669,579,21,Low,24
11670,59,12,High,7
11671,141,4,Low,34
11672,188,27,Low,8
11673,530,49,Medium,11
11674,498,37,Low,10
11675,382,17,Medium,20
11676,918,41,High,24
11677,389,38,High,9
11678,101,14,Medium,5
11679,515,6,Medium,77
11680,767,43,Low,17
11681,848,41,Low,19
11682,524,15,Low,29
11683,450,14,Medium,29
11684,488,39,High,14
11685,927,46,Medium,19
11686,654,39,Low,20
11687,981,30,Medium,30
11688,971,12,High,74
11689,870,26,Medium,31
11690,706,12,High,55
11691,647,40,High,17
11692,558,19,Low,27
11693,202,41,High,8
11694,563,19,Medium,29
11695,552,41,Medium,11
11696,903,17,Low,50
11697,950,22,Medium,45
11698,821,31,Low,26
11699,725,4,Medium,165
11700,549,29,High,18
11701,710,25,High,30
11702,766,42,High,18
11703,534,26,Low,19
11704,650,46,Low,15
11705,715,4,Low,171
11706,1000,6,High,151
11707,728,30,Medium,28
11708,517,18,High,27
11709,210,23,Medium,7
11710,319,17,Medium,20
11711,105,20,Medium,6
11712,277,41,High,5
11713,898,30,Medium,29
11714,198,49,High,5
11715,95,39,High,2
11716,193,14,Medium,14
11717,799,13,Medium,57
11718,833,17,Medium,49
11719,681,42,High,15
11720,389,2,Medium,165
11721,462,12,Medium,39
11722,781,45,Low,17
11723,569,32,Low,18
11724,393,12,Low,34
11725,436,11,Medium,36
11726,522,43,High,13
11727,324,44,Low,11
11728,402,13,High,29
11729,115,21,Low,2
11730,128,41,Low,4
11731,647,38,High,13
11732,685,40,Low,14
11733,251,26,High,9
11734,711,45,Medium,15
11735,607,16,Medium,36
11736,162,8,High,23
11737,140,35,High,4
11738,190,27,Medium,5
11739,338,42,High,6
11740,950,4,Medium,189
11741,779,42,Medium,15
11742,638,15,High,42
11743,460,33,Low,14
11744,426,2,High,144
11745,433,30,Medium,15
11746,895,36,Low,26
11747,201,19,Low,7
11748,884,11,Medium,75
11749,800,27,Low,28
11750,676,41,Low,18
11751,368,16,High,24
11752,418,13,Medium,30
11753,655,14,Low,42
11754,609,47,Medium,13
11755,752,18,High,39
11756,61,39,High,3
11757,205,35,Low,6
11758,733,7,High,99
11759,526,49,Medium,9
11760,988,30,High,29
11761,450,25,Low,18
11762,857,19,High,44
11763,226,45,Low,6
11764,390,12,Medium,30
11765,106,15,High,4
11766,904,6,High,129
11767,901,38,Medium,25
11768,497,30,Medium,16
11769,252,30,Low,11
11770,746,11,High,64
11771,682,32,High,24
11772,787,38,High,24
11773,251,18,High,11
11774,379,40,Medium,8
11775,412,18,High,21
11776,941,38,High,21
11777,503,2,High,190
11778,405,28,Low,15
11779,265,48,Low,5
11780,604,49,Low,9
11781,936,14,Medium,66
11782,204,4,Medium,47
11783,235,43,High,7
11784,298,28,High,10
11785,798,19,Medium,38
11786,854,6,Low,130
11787,183,47,High,4
11788,370,26,Low,16
11789,439,14,High,27
11790,483,18,High,27
11791,71,14,Low,7
11792,922,30,Medium,28
11793,649,46,Low,13
11794,714,42,Medium,16
11795,174,23,Medium,4
11796,128,41,High,3
11797,907,21,High,42
11798,100,13,High,10
11799,777,49,Medium,15
11800,225,15,Medium,15
11801,919,16,Low,57
11802,295,7,High,36
11803,788,38,Medium,20
11804,155,46,High,2
11805,242,26,Medium,9
11806,351,19,Low,16
11807,597,6,High,94
11808,765,21,Low,35
11809,983,39,High,29
11810,317,22,Medium,18
11811,219,28,Medium,8
11812,600,29,High,20
11813,504,42,Low,9
11814,700,16,Low,42
11815,341,41,High,10
11816,613,28,High,16
11817,848,15,Low,50
11818,850,15,Low,51
11819,190,18,Medium,12
11820,195,31,Medium,7
11821,474,12,Low,36
11822,363,46,Medium,6
11823,233,29,Medium,8
11824,713,46,High,17
11825,762,3,Medium,230
11826,177,17,Medium,10
11827,336,2,High,157
11828,872,14,Low,60
11829,302,43,Medium,5
11830,749,22,Low,31
11831,435,6,Medium,64
11832,279,21,Low,16
11833,320,42,High,9
11834,820,31,Low,28
11835,860,37,Low,23
11836,464,18,Low,27
11837,247,47,High,1
11838,372,35,Low,7
11839,105,21,Low,2
11840,880,21,High,38
11841,252,46,Medium,7
11842,832,29,Medium,25
11843,670,35,Low,16
11844,677,21,High,31
11845,653,11,High,54
11846,187,36,Low,6
11847,471,30,Low,14
11848,864,25,Medium,33
11849,106,31,Medium,5
11850,611,11,Low,52
11851,120,39,High,3
11852,960,47,Low,21
11853,963,44,High,20
11854,643,16,Medium,40
11855,421,20,Low,18
11856,666,40,High,19
11857,649,30,Medium,20
11858,563,27,Low,19
11859,921,46,Low,16
11860,133,27,Medium,2
11861,92,26,Low,1
11862,715,3,Medium,231
11863,888,4,High,199
11864,655,45,Medium,15
11865,859,21,Medium,41
11866,182,23,High,1
11867,444,42,Low,8
11868,339,30,Medium,8
11869,425,15,Medium,27
11870,818,41,Low,17
11871,516,9,Low,59
11872,262,10,High,26
11873,197,14,High,12
11874,622,14,Low,37
11875,520,33,Medium,16
11876,198,11,Low,13
11877,137,34,Low,2
11878,373,5,Low,71
11879,944,8,High,121
11880,445,25,Medium,17
11881,839,46,Low,16
11882,453,43,High,10
11883,690,32,Medium,20
11884,335,34,High,13
11885,431,31,Low,14
11886,914,31,High,26
11887,841,8,Medium,103
11888,319,27,Medium,8
11889,341,19,High,13
11890,502,22,Low,23
11891,764,26,Medium,27
11892,73,7,Medium,13
11893,912,18,Low,46
11894,360,4,High,90
11895,510,49,High,13
11896,257,6,Low,38
11897,841,13,Medium,60
11898,766,44,Medium,15
11899,713,24,Low,27
11900,487,7,Low,60
11901,587,19,High,30
11902,755,6,High,114
11903,385,10,Low,35
11904,471,3,Medium,132
11905,799,22,High,34
11906,370,40,Low,6
11907,546,29,Medium,15
11908,636,30,High,19
11909,996,10,Low,91
11910,212,17,Low,14
11911,860,42,Medium,21
11912,590,5,Medium,114
11913,214,43,Low,6
11914,898,24,Medium,33
11915,615,16,Medium,34
11916,344,17,Medium,18
11917,973,39,High,26
11918,334,12,Medium,29
11919,988,48,Low,17
11920,436,5,Medium,81
11921,187,4,High,46
11922,236,30,Low,8
11923,959,36,Medium,25
11924,765,48,Medium,19
11925,480,20,Medium,25
11926,911,30,High,31
11927,465,15,High,32
11928,849,22,High,39
11929,475,24,High,21
11930,465,4,Low,109
11931,75,24,Low,3
11932,420,21,Low,22
11933,434,35,Medium,11
11934,105,32,Low,1
11935,302,10,High,30
11936,683,11,High,58
11937,155,13,Medium,12
11938,179,9,Low,14
11939,898,33,Medium,29
11940,719,49,Medium,11
11941,425,32,Low,14
11942,792,30,Medium,24
11943,357,21,Low,14
11944,140,16,Low,8
11945,442,45,Medium,10
11946,583,48,High,12
11947,851,25,Low,34
11948,159,15,High,11
11949,610,38,High,11
11950,690,7,Low,92
11951,634,38,High,13
11952,389,41,Medium,6
11953,614,7,Medium,84
11954,405,48,High,4
11955,941,49,Medium,19
11956,217,46,Low,1
11957,606,25,Low,24
11958,501,13,High,41
11959,954,29,Medium,35
11960,154,21,High,4
11961,199,11,Medium,15
11962,195,21,Low,10
11963,765,33,Medium,22
11964,923,4,Medium,206
11965,348,17,High,17
11966,216,1,Low,115
11967,762,37,Medium,21
11968,695,32,Low,19
11969,772,4,Medium,190
11970,97,48,Low,2
11971,288,29,Low,9
11972,513,39,Low,14
11973,502,2,Medium,185
11974,833,45,Medium,17
11975,946,46,Low,22
11976,420,28,High,13
11977,598,24,Medium,22
11978,536,3,Medium,167
11979,260,28,High,12
11980,214,21,Medium,12
11981,174,38,Low,5
11982,386,20,High,20
11983,241,34,Medium,8
11984,779,5,Low,130
11985,263,7,Low,36
11986,623,7,High,80
11987,377,3,High,116
11988,430,27,High,15
11989,722,39,Low,18
11990,627,30,Medium,20
11991,847,29,Low,29
11992,288,34,Low,6
11993,581,17,High,32
11994,749,18,Medium,37
11995,131,16,Low,8
11996,412,35,High,12
11997,554,8,High,64
11998,251,1,Medium,153
11999,969,30,Medium,31
12000,553,47,High,10
12001,693,30,Medium,23
12002,693,33,Low,20
12003,638,25,Medium,27
12004,650,36,High,22
12005,451,41,Medium,13
12006,814,12,Low,66
12007,905,17,Medium,50
12008,755,11,Low,64
12009,225,23,Medium,9
12010,594,44,Medium,10
12011,619,17,High,39
12012,516,19,High,27
12013,250,43,Medium,8
12014,589,26,Medium,21
12015,596,27,Low,21
12016,686,43,Low,16
12017,443,25,High,17
12018,882,34,Medium,24
12019,91,5,Medium,21
12020,646,9,Low,66
12021,442,20,Medium,18
12022,749,25,Medium,29
12023,672,48,Medium,11
12024,832,48,Low,15
12025,490,42,Low,11
12026,886,16,Low,54
12027,666,48,Medium,8
12028,555,34,Low,19
12029,967,20,High,46
12030,369,35,High,9
12031,264,8,Low,35
12032,120,41,Medium,1
12033,617,32,Low,21
12034,968,18,Low,51
12035,285,25,High,16
12036,330,45,High,5
12037,666,31,High,24
12038,951,20,High,45
12039,936,6,Low,133
12040,211,15,High,13
12041,240,48,Medium,1
12042,109,24,Low,3
12043,942,25,Medium,36
12044,866,44,High,21
12045,274,30,High,10
12046,868,34,Medium,24
12047,749,20,Low,33
12048,631,2,High,255
12049,854,46,High,17
12050,336,47,Medium,5
12051,218,47,Low,3
12052,111,47,Low,5
12053,398,40,Medium,8
12054,491,34,High,12
12055,63,42,Medium,1
12056,213,30,Medium,5
12057,469,7,Medium,63
12058,806,20,High,40
12059,896,48,High,22
12060,569,18,Medium,30
12061,715,43,Low,20
12062,597,5,Medium,108
12063,609,17,High,36
12064,646,18,Low,31
12065,77,3,Low,17
12066,757,6,High,107
12067,495,10,High,47
12068,257,42,Medium,7
12069,519,4,High,127
12070,765,15,Low,49
12071,153,35,Medium,6
12072,791,31,Low,24
12073,475,32,High,15
12074,150,19,Medium,8
12075,590,11,Low,54
12076,688,36,Low,19
12077,899,40,Low,22
12078,571,7,High,72
12079,155,24,High,6
12080,728,13,High,54
12081,818,9,High,86
12082,856,36,Low,23
12083,326,27,Medium,9
12084,114,11,Low,9
12085,832,16,Medium,50
12086,949,48,Medium,18
12087,237,42,Medium,8
12088,366,44,High,11
12089,965,23,Low,40
12090,187,31,Medium,7
12091,392,19,Low,16
12092,154,4,High,29
12093,595,20,Medium,28
12094,429,30,High,12
12095,993,42,Low,23
12096,594,8,Medium,70
12097,403,18,High,25
12098,792,7,Low,111
12099,366,20,Medium,18
12100,315,2,Medium,107
12101,743,14,High,49
12102,901,20,High,47
12103,114,24,High,1
12104,382,27,High,14
12105,562,14,Medium,40
12106,182,26,High,8
12107,641,25,High,24
12108,832,16,High,51
12109,802,41,Medium,17
12110,589,27,Low,24
12111,784,17,Low,45
12112,584,47,Medium,11
12113,545,42,Low,11
12114,670,49,Medium,14
12115,668,34,High,15
12116,706,19,Low,37
12117,418,14,Medium,27
12118,915,33,Medium,29
12119,958,49,High,17
12120,959,31,Medium,30
12121,700,44,Low,16
12122,845,17,High,50
12123,859,20,Medium,39
12124,366,38,Medium,8
12125,172,49,Low,5
12126,369,38,Low,13
12127,848,22,High,33
12128,642,27,Medium,22
12129,544,45,High,8
12130,506,28,High,16
12131,571,13,Low,40
12132,569,22,High,23
12133,966,26,Medium,40
12134,766,5,Low,135
12135,364,37,Medium,10
12136,995,6,High,156
12137,758,20,Low,38
12138,759,40,Medium,16
12139,591,23,Medium,25
12140,528,42,High,11
12141,962,17,Medium,58
12142,609,11,High,53
12143,179,2,High,59
12144,342,43,High,9
12145,946,37,Low,26
12146,181,12,Medium,13
12147,405,49,Medium,5
12148,103,25,Low,3
12149,939,47,High,18
12150,842,25,High,32
12151,436,24,High,21
12152,314,23,High,14
12153,264,17,Low,16
12154,509,27,Medium,18
12155,507,23,High,27
12156,92,13,High,8
12157,635,11,Medium,57
12158,911,43,Medium,20
12159,327,30,Low,11
12160,887,38,Medium,21
12161,803,47,Medium,16
12162,179,32,High,8
12163,399,49,Medium,10
12164,755,16,High,47
12165,593,10,Low,60
12166,155,20,High,7
12167,961,24,Low,41
12168,765,44,Medium,16
12169,806,15,High,56
12170,633,37,Medium,16
12171,481,25,Medium,20
12172,355,8,High,38
12173,958,29,Medium,27
12174,576,45,High,12
12175,989,29,Low,34
12176,569,19,Medium,28
12177,379,5,High,74
12178,607,24,High,25
12179,374,37,Low,7
12180,163,18,High,10
12181,196,12,Medium,12
12182,215,46,Medium,4
12183,428,41,Low,6
12184,188,32,High,6
12185,678,7,Medium,88
12186,348,8,Medium,43
12187,325,6,Medium,51
12188,965,31,High,33
12189,838,6,Low,127
12190,899,42,Low,21
12191,874,49,Medium,16
12192,227,18,Low,11
12193,891,23,Medium,38
12194,403,35,Medium,9
12195,203,46,High,6
12196,975,44,Medium,24
12197,250,3,Medium,68
12198,927,9,High,99
12199,164,37,High,7
12200,720,34,Low,23
12201,603,7,High,78
12202,808,25,Medium,29
12203,117,39,High,5
12204,494,11,High,41
12205,494,43,Low,9
12206,375,3,High,105
12207,895,39,Medium,19
12208,757,31,Medium,23
12209,651,16,Medium,35
12210,672,36,High,16
12211,929,39,High,22
12212,408,46,Medium,7
12213,194,19,High,9
12214,324,34,Low,5
12215,558,30,Low,16
12216,228,26,Low,11
12217,802,44,Low,18
12218,880,14,High,58
12219,892,9,Medium,91
12220,463,45,Low,7
12221,202,32,High,5
12222,153,24,Low,3
12223,124,40,Low,1
12224,177,23,Low,9
12225,760,28,Low,27
12226,617,18,Medium,32
12227,839,7,Low,104
12228,394,34,Medium,8
12229,580,24,High,24
12230,208,15,High,13
12231,587,23,Low,22
12232,475,11,Medium,41
12233,730,46,Low,19
12234,72,3,High,21
12235,96,43,Low,5
12236,574,26,Low,19
12237,778,31,Medium,28
12238,883,15,High,54
12239,755,48,Low,18
12240,193,14,Low,13
12241,634,29,Low,22
12242,717,49,Medium,15
12243,638,44,High,14
12244,468,27,Low,18
12245,730,49,Low,12
12246,134,11,High,13
12247,465,20,Medium,22
12248,743,17,Medium,42
12249,531,17,Low,30
12250,505,38,Low,10
12251,876,29,Medium,31
12252,346,2,Medium,116
12253,161,43,Medium,3
12254,279,15,Low,19
12255,145,49,Low,3
12256,999,47,Medium,19
12257,729,47,Medium,17
12258,427,40,High,9
12259,205,11,Low,20
12260,470,27,High,16
12261,154,11,Medium,12
12262,754,13,Low,56
12263,379,30,Low,11
12264,488,3,High,162
12265,181,48,High,4
12266,916,46,High,17
12267,431,19,High,23
12268,187,26,Low,3
12269,992,23,Medium,41
12270,892,44,Medium,19
12271,319,34,Medium,6
12272,599,14,High,44
12273,445,22,Medium,19
12274,606,22,High,26
12275,962,48,High,20
12276,513,9,Medium,58
12277,724,5,Medium,132
12278,499,44,Medium,12
12279,380,44,Low,6
12280,302,43,High,7
12281,730,26,Low,26
12282,334,33,Medium,9
12283,323,28,Low,11
12284,69,4,Low,18
12285,288,30,Medium,6
12286,319,1,Medium,194
12287,467,16,High,23
12288,994,46,High,21
12289,359,15,Low,22
12290,80,47,Medium,1
12291,875,13,High,66
12292,153,16,High,10
12293,731,31,Low,23
12294,235,38,Low,5
12295,177,25,Low,8
12296,259,44,Medium,5
12297,463,2,High,155
12298,330,46,High,9
12299,68,44,Low,3
12300,761,20,Medium,34
12301,781,41,Low,19
12302,185,33,Low,6
12303,272,9,Medium,31
12304,52,45,Medium,2
12305,285,13,Low,20
12306,903,12,Medium,68
12307,514,40,Low,7
12308,277,6,High,44
12309,962,11,Medium,80
12310,703,25,High,26
12311,548,41,Medium,11
12312,570,8,Low,72
12313,751,27,Low,21
12314,911,35,Low,22
12315,966,43,Low,27
12316,726,46,Low,17
12317,188,39,Low,5
12318,325,32,Medium,9
12319,340,22,Medium,14
12320,102,6,High,13
12321,736,35,Medium,21
12322,159,49,Medium,4
12323,764,37,High,19
12324,697,25,Low,28
12325,53,31,High,3
12326,716,34,High,22
12327,985,28,Low,30
12328,919,11,High,74
12329,96,47,Low,4
12330,143,35,Low,1
12331,989,12,High,79
12332,609,16,High,34
12333,801,46,High,15
12334,908,44,High,24
12335,262,20,Low,16
12336,485,2,Medium,168
12337,557,14,Low,39
12338,885,31,Low,24
12339,700,29,High,26
12340,254,32,High,11
12341,430,36,Medium,13
12342,122,1,Medium,60
12343,565,6,Medium,94
12344,125,18,Low,7
12345,890,8,Medium,103
12346,126,4,Low,24
12347,865,32,High,24
12348,817,40,Low,22
12349,459,37,High,11
12350,663,41,High,15
12351,155,33,Medium,4
12352,894,37,High,20
12353,600,14,Medium,41
12354,525,49,Medium,10
12355,875,9,Medium,90
12356,324,11,Low,29
12357,137,15,Medium,6
12358,772,48,Medium,15
12359,930,49,High,20
12360,126,31,Medium,7
12361,491,26,Medium,18
12362,589,48,Medium,13
12363,294,35,High,7
12364,627,47,High,12
12365,827,16,High,48
12366,431,17,Medium,27
12367,766,42,Medium,19
12368,619,8,Medium,72
12369,762,47,Medium,17
12370,786,25,Medium,32
12371,191,46,High,6
12372,942,17,Medium,54
12373,417,36,Low,11
12374,133,24,Medium,3
12375,192,31,High,8
12376,401,25,Medium,16
12377,594,48,Low,14
12378,962,34,Medium,23
12379,201,13,Low,17
12380,207,45,Low,4
12381,495,15,High,33
12382,702,19,Low,34
12383,812,6,Medium,138
12384,352,45,Low,6
12385,673,15,Medium,47
12386,705,13,Medium,51
12387,499,46,Medium,14
12388,770,40,Medium,19
12389,273,7,High,38
12390,313,45,High,4
12391,805,4,Low,166
12392,686,27,Low,23
12393,317,33,High,11
12394,645,25,Medium,22
12395,65,35,Medium,5
12396,383,2,High,143
12397,513,38,Low,10
12398,108,2,High,41
12399,226,23,Low,10
12400,112,8,Low,13
12401,610,41,Low,13
12402,356,16,Medium,24
12403,295,23,High,13
12404,338,22,Medium,14
12405,847,38,High,22
12406,381,24,Low,13
12407,576,39,Medium,16
12408,899,4,Medium,199
12409,304,10,Medium,31
12410,653,28,Low,21
12411,559,47,High,9
12412,840,4,Low,180
12413,767,3,Medium,243
12414,655,8,Medium,77
12415,786,32,Low,25
12416,862,20,Medium,41
12417,879,41,Medium,20
12418,512,4,High,112
12419,248,10,High,26
12420,320,15,High,19
12421,795,31,High,22
12422,607,34,High,15
12423,113,7,High,17
12424,279,47,Medium,3
12425,991,17,Medium,58
12426,298,35,High,7
12427,295,26,Low,7
12428,989,11,High,84
12429,636,42,Medium,14
12430,206,41,Low,5
12431,784,20,Low,37
12432,751,29,Low,27
12433,613,13,Medium,45
12434,999,34,Low,33
12435,137,16,Medium,9
12436,362,42,Medium,8
12437,900,11,High,75
12438,115,1,Medium,63
12439,711,14,Low,49
12440,69,10,Medium,6
12441,82,25,Medium,6
12442,889,10,High,80
12443,842,38,High,23
12444,607,12,Medium,47
12445,122,35,Medium,7
12446,915,29,Medium,28
12447,874,49,High,20
12448,392,49,High,6
12449,182,43,Low,5
12450,104,38,Low,5
12451,110,19,Low,4
12452,906,37,Low,21
12453,569,47,High,9
12454,321,2,High,147
12455,295,27,Medium,5
12456,225,11,Low,18
12457,677,28,Medium,25
12458,366,23,Medium,15
12459,832,29,High,27
12460,754,27,Medium,25
12461,711,48,Medium,13
12462,180,28,High,6
12463,151,42,High,5
12464,359,16,High,18
12465,831,22,High,37
12466,341,24,Low,14
12467,771,14,Low,50
12468,544,19,Low,28
12469,410,30,Medium,15
12470,387,29,Low,12
